; Rank;Company;Country;Sales;Assets;Market Value;Sector;Industry;Snippet
1919;1920;Aroundtown Property Holdings;Germany;01. Jan;08. Mai;03. Apr;Financials;;Die Aroundtown SA ist ein in Luxemburg ansässiges Unternehmen, das Anteile an Gewerbeimmobilien insbesondere in Deutschland und den Niederlanden hält. Der Schwerpunkt liegt auf Büro-, Hotel- und Gewerbeimmobilien. Über eine Beteiligung an der Grand City … Die Aroundtown SA ist ein in Luxemburg ansässiges Unternehmen, das Anteile an Gewerbeimmobilien insbesondere in Deutschland und den Niederlanden hält. Der Schwerpunkt liegt auf Büro-, Hotel- und Gewerbeimmobilien. Über eine Beteiligung an der Grand City Properties S.A. ist das Unternehmen im Wohnimmobiliensektor aktiv. Zudem hält Aroundtown eine Mehrheitsbeteiligung (98 %) an dem Hotelimmobilienspezialisten Primecity Investment PLC.
1920;1921;GOME Electrical Appliances Holding;Hong Kong;11. Mai;08. Sep;03. Jan;;;NaN
1921;1922;Greentown China Holdings;China;04. Mai;24. Apr;02. Jan;Financials;Real Estate;NaN
1922;1923;Jiangsu Expressway;China;01. Apr;05. Feb;07. Feb;Industrials;;NaN
1923;1924;Premier;United States;01. Mrz;02. Jun;04. Mai;Consumer Discretionary;;21 Zeilen · Die Tabelle mit allen Vereinen. Spiele, Siege, Unentschiede, Niederlagen, Tore, …
1924;1925;China Agri-Industries;Hong Kong;11. Mai;09. Mrz;02. Jul;Materials;Diversified Chemicals;COFCO ist ein chinesisches Unternehmen mit Firmensitz in Peking. Das staatseigene Unternehmen ist im Lebensmittelsektor tätig und das größte dieser Branche in China.
1925;1926;Pou Chen;Taiwan;08. Mai;09. Mrz;04. Jan;Consumer Discretionary;Apparel/Accessories;https://de.linkfang.org/wiki/Pou_ChenNachdem Pou Chen wegen ausbeuterischer Arbeitsbedingungen und Kinderarbeit in Skandale verwickelt war, wurde die Produktion zu Beginn der 2000er Jahre in die bereits 1988 in Hong Kong gegründete Tochtergesellschaft Yue Yuen ausgelagert; Forschung, Entwicklung und der Vertrieb (u. a. in fast 1000 eigenen Schuhläden in der VR China) werden weiter durch die Holding Pou Chen selbst …
1926;1927;Aldar Properties;United Arab Emirates;01. Jul;09. Jul;04. Sep;Financials;Real Estate;NaN
1927;1928;Tomony Holdings;Japan;0.605;31. Mrz;0.809;Financials;Regional Banks;NaN
1928;1929;Vereit;United States;01. Apr;15. Jun;08. Mai;;;NaN
1929;1930;BioMarin Pharmaceutical;United States;01. Jan;4;15. Feb;Health Care;;https://www.finanzen.net/aktien/biomarin_pharmaceutical06.06.2020 · Biomarin Pharmaceuticals Inc. ist auf die Erforschung, Entwicklung und Vermarktung von Medikamenten auf der Basis von kohlenhydraktiven Enzymen spezialisiert. Diese Medikamente …
1930;1931;Steel Authority of India;India;05. Sep;16. Feb;04. Mrz;Materials;Iron & Steel;Steel Authority of India Limited ist der größte Stahlerzeuger Indiens. SAIL ist ein staatseigener Betrieb der indischen Regierung. Das Unternehmen wurde am 2. Dezember 1972 gegründet. Das Unternehmen ging aus der Hindustan Steel Limi…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtSteel Authority of India Limited ist der größte Stahlerzeuger Indiens. SAIL ist ein staatseigener Betrieb der indischen Regierung. Das Unternehmen wurde am 2. Dezember 1972 gegründet. Das Unternehmen ging aus der Hindustan Steel Limited hervor, mit welcher am 14. Januar 1954 die indische Stahlindustrie nach der Selbständigkeit von 1947 gegründet wurde. SAIL beschäftigt noch ca. 115.000 Mitarbeiter und produzierte damit im Jahre 2006/07 12,6 Millionen Tonnen verkaufbaren Stahl. Lt. dem Geschäftsbericht vom September 2010 steigt die Produktion bei sinkender Beschäftigtenzahl. Der Umsatz betrug 2009 439.350 Millionen indische Rupien, was zum Stand Ende 2010 ca. 10 Milliarden Euro entspricht.
1931;1932;Doha Bank;Qatar;01. Jan;24. Aug;02. Feb;Financials;Regional Banks;NaN
1932;1933;Jaccs;Japan;01. Jan;31. Jan;0.703;Financials;Consumer Financial Services;11 Zeilen · Das Modell Jaccs Swing Deluxe Comfort (Modell 2021) wird als Tiefeinsteiger angeboten. …
1933;1934;Indiabulls Housing Finance;India;01. Jul;13. Jul;06. Mrz;Financials;;NaN
1934;1935;Red Hat;United States;02. Apr;04. Mai;15. Jan;Information Technology;;https://www.redhat.com/deRed Hat, weltweit führender Anbieter von Open-Source-Software-Lösungen für Unternehmen, folgt einem community-basierten Ansatz, um zuverlässige und leistungsstarke Linux-, Hybrid Cloud-, Container- und Kubernetes-Technologien bereitzustellen. Mit vielfach ausgezeichneten Support-, Trainings- und Consulting-Services unterstützt Red Hat Kunden bei der Standardisierung in unterschiedlichen ...
1935;1936;Korea Investment Holdings;South Korea;01. Mrz;30. Sep;02. Apr;Financials;;NaN
1936;1937;Indian Bank;India;02. Aug;30. Aug;2;Financials;Regional Banks;Welcome to the Official Facebook Page of Indian Bank, the 7th largest Public Sector Bank in India. Like us and stay informed on our banking...
1937;1938;Kesko;Finland;11. Mrz;04. Jun;04. Mai;Consumer Staples;Food Retail;kesko.deKESKO GMBH & CO.KG. Jülicher Straße 378. 52070 Aachen. Tel.: +49 241 55 973 500. Verantwortliche Stelle ist die natürliche oder juristische Person, die allein oder gemeinsam mit anderen über die Zwecke und Mittel der Verarbeitung von personenbezogenen Daten (z.B. Namen, E-Mail-Adressen o. Ä.) entscheidet. Auskunft, Sperrung, Löschung.
1938;1939;Minato Bank;Japan;0.561;30. Aug;0.734;;;NaN
1939;1940;Andhra Bank;India;3;30. Jul;0.616;Financials;Regional Banks;#AndhraBank welcomes you! Follow us for #product updates, #initiatives, #banking tips & #offers.
1940;1941;US Steel;United States;10. Mrz;09. Feb;05. Sep;Materials;Iron & Steel;Die United States Steel Corporation, allgemein unter der Abkürzung US Steel bekannt, ist ein integrierter Stahlproduzent mit wichtigen Standorten in den USA und Mitteleuropa.
1941;1942;Verbund;Austria;03. Jan;12. Feb;06. Jan;Utilities;Electric Utilities;https://www.verbund.comVERBUND - Erzeuger von Strom aus Wasserkraft. Über Strom aus Wasserkraft. Nachhaltige Energielösungen für Gemeinden von VERBUND. Gemeinden am Puls der Zeit. Gestalten Sie Ihre Zukunft mit einer Karriere bei VERBUND. Jetzt Chance ergreifen. Feministische Avantgarde. Made in Austria. Details zur Ausstellung.
1942;1943;Saudi Investment Bank;Saudi Arabia;1;25. Feb;02. Jun;Financials;Investment Services;https://www.finanzen.net/aktien/saudi_investment_bank_bearer-aktie22.04.2021 · SAUDI INVESTMENT BANK BEARER AKTIE und aktueller Aktienkurs. Nachrichten zur Aktie Saudi Investment Bank Bearer Shs | 787906 | SA0007879063
1943;1944;BMCE Bank;Morocco;01. Sep;30.2;03. Mai;Financials;Regional Banks;Die BMCE Bank ist eine marokkanische Bank. Laut ihrer Website betreibt sie über 697 Filialen in Marokko und 560 Filialen in anderen afrikanischen Ländern. BMCE hat Büros in Frankreich, Spanien, England, China, Italien, Deutschland, den Vereinigten Ara…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtDie BMCE Bank ist eine marokkanische Bank. Laut ihrer Website betreibt sie über 697 Filialen in Marokko und 560 Filialen in anderen afrikanischen Ländern. BMCE hat Büros in Frankreich, Spanien, England, China, Italien, Deutschland, den Vereinigten Arabischen Emiraten, Belgien, Kanada und den Niederlanden.
1944;1945;NH Foods;Japan;11. Jan;06. Apr;05. Jun;;;NaN
1945;1946;Thomas Cook Group;United Kingdom;11. Jan;9;01. Jun;Consumer Discretionary;Business & Personal Services;Die Thomas Cook Group plc ist ein börsennotierter Tourismuskonzern mit Sitz in London. Er entstand 2007 durch den Zusammenschluss der Thomas Cook AG mit der MyTravel Group. Die Thomas Cook Group betreibt eigene Fluglinien, zu ihren im deutschsp…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtDie Thomas Cook Group plc ist ein börsennotierter Tourismuskonzern mit Sitz in London. Er entstand 2007 durch den Zusammenschluss der Thomas Cook AG mit der MyTravel Group. Die Thomas Cook Group betreibt eigene Fluglinien, zu ihren im deutschsprachigen Raum tätigen Tochtergesellschaften zählen unter anderem Neckermann-Reisen, Condor Flugdienst und die Bucher Reisen & Öger Tours GmbH.
1946;1947;Manila Electric;Philippines;05. Apr;6;06. Mrz;Utilities;Electric Utilities;NaN
1947;1948;Arab Banking;Bahrain;01. Jul;30. Jan;01. Jan;Financials;Regional Banks;221 Zeilen · Europe Arab Bank plc Frankfurt am Main. BIC IBAN-Rechner Bewertungen. Adresse. …
1948;1949;Synovus Financial;United States;01. Mrz;30. Jan;5;Financials;Regional Banks;Synovus is – and always has been – a place where business is personal. We are here to help. We respond Mon-Fri 8am-5pm and Sat 8am-1pm ET.
1949;1950;Western Union;United States;05. Apr;09. Apr;09. Feb;Consumer Discretionary;Business & Personal Services;https://www.westernunion.com/de1 Western Union verdient auch an den Wechselkursen. Vergleichen Sie bei der Wahl eines Geldtransferanbieters sorgfältig sowohl die Transfergebühren als auch die Wechselkurse. Gebühren, Wechselkurse und Steuern können je nach Marke, Kanal und Standort basierend auf einer Vielzahl von Faktoren variieren. Gebühren und Wechselkurse sind fristlosen Änderungen vorbehalten. 2 Aufgrund ...
1950;1951;Pearson;United Kingdom;06. Jan;12. Apr;06. Mai;Consumer Discretionary;Printing & Publishing;Pearson ist im deutschen Sprachraum mit einer Vielzahl an Produktlinien vertreten: Pearson Studium, Pearson English Language Teaching (ELT), STARK Verlag, Clinical Assessment und VUE.
1951;1952;Banca IFIS;Italy;01. Feb;09. Feb;02. Jan;Financials;;Diamo valore al tuo lavoro
1952;1953;Motherson Sumi Systems;India;06. Jan;03. Sep;08. Mrz;;;The Samvardhana Motherson Group is a focused, dynamic and progressive group providing customers with value added products, services and innovative...
1953;1954;SBA Communications;United States;01. Jun;07. Apr;14. Jul;Telecommunication Services;;SBA Communications is a leading independent owner and operator of wireless communications infrastructure...
1954;1955;Advanced Micro Devices;United States;04. Mrz;03. Mrz;12. Jul;Utilities;;https://www.amd.com/deAMD Prozessoren, Grafikkarten, Technologie und Software verschaffen Ihnen Wettbewerbsvorteile – im Rechenzentrum ebenso wie bei betrieblichen Computing-Lösungen und beim Gaming. Finden Sie …
1955;1956;Hudson's Bay;Canada;11;09. Apr;01. Mai;;;https://www.hudsons-bay.deHudson's Bay 5 Point Blanket / Blau Reine Wolle,ca 155x225 cm, Gewicht ca.2,6kg. 95,00 €* In den Warenkorb Service-Hotline Unterstützung und Beratung unter: 09468 - 352 Mo-Fr, 10:00 - 18:00 Uhr Oder über unser ...
1956;1957;Total System Services;United States;04. Feb;06. Apr;09. Jul;Financials;;Total System Services ist ein US-amerikanisches Unternehmen auf dem Gebiet der Zahlungsdienstleistungen.
1957;1958;Sinopec Oilfield Service;China;06. Apr;10. Jul;7;Energy;;NaN
1958;1959;Westar Energy;United States;02. Jun;11. Mai;07. Jul;Energy;;Because electricity is an essential part of our daily lives, the energy industry continues to evolve to meet the needs of our customers and the environment.
1959;1960;Group 1 Automotive;United States;10. Sep;04. Mai;01. Apr;Consumer Discretionary;;We are an international Fortune 500 automotive retailer with automotive dealerships and collision centers in the United States, United Kingdom and Brazil.
1960;1961;Dollarama;Canada;02. Mrz;01. Mai;09. Jul;Consumer Discretionary;;Dollarama ist ein kanadischer Betreiber von Sonderpostenmärkten. Das Unternehmen ist börsennotiert und Teil des S&P/TSX 60-Index.
1961;1962;Shanghai RAAS Blood Products;China;0.326;2;14. Mai;;;https://www.gevestor.de/details/das-sind-die-10-innovativsten...Autor: David GerginovVeröffentlicht: 05.10.2017Geschätzte Lesezeit: 4 min
1962;1963;Associated Banc-Corp;United States;01. Feb;29. Mrz;03. Jun;Financials;;We provide superior financial services & exceptional 24 hour customer service. Member FDIC. Policy: http://bit.ly/2lTmm6o Privacy: http://bit.ly/2lce4H5
1963;1964;DVB Bank;Germany;01. Apr;29.2;01. Feb;Financials;Regional Banks;Die DVB Bank SE ist Teil der DZ-Bank-Gruppe und eine auf Verkehrsfinanzierungen spezialisierte Bank mit Sitz in Frankfurt am Main. Sie war an der Börse Frankfurt notiert und beschäftigt an den Standorten Frankfurt am Main, Amsterdam, Athen, Hamburg, London, Oslo, Singapur, Tokio, … Die DVB Bank SE ist Teil der DZ-Bank-Gruppe und eine auf Verkehrsfinanzierungen spezialisierte Bank mit Sitz in Frankfurt am Main. Sie war an der Börse Frankfurt notiert und beschäftigt an den Standorten Frankfurt am Main, Amsterdam, Athen, Hamburg, London, Oslo, Singapur, Tokio, New York City und Curaçao 553 Mitarbeiter.
1964;1965;RenaissanceRe Holdings;Bermuda;01. Aug;12. Apr;05. Jul;Financials;;NaN
1965;1966;Global Payments;United States;03. Aug;10. Jul;11. Sep;Consumer Discretionary;;Global Payments ist ein US-amerikanischer Zahlungsdienstleister mit Sitz in Atlanta. Das Unternehmen bietet Bezahlsysteme an, die unter anderem im Einzelhandel, im Gesundheitssektor und in der Glücksspielindustrie verwendet werden.
1966;1967;Commerce Bancshares;United States;01. Feb;25. Jun;05. Jun;Financials;;https://www.finanzen.net/aktien/commerce_bancshares-aktie06.06.2020 · Commerce Bancshares Inc. ist ein Unternehmen aus den Branchen Banken, Finanzdienstleister, Immobilien, Investmentbanken / Broker, Unternehmensbeteiligungen und …
1967;1968;ServiceNow;United States;01. Apr;2;14. Mrz;Information Technology;;https://www.servicenow.deMit ServiceNow können Mitarbeiter so arbeiten, wie sie es möchten, und nicht, wie es ihnen von der Software vorgeschrieben wird. Und Kunden erhalten das, …
1968;1969;Samsung SDI;South Korea;04. Mai;12. Mrz;08. Mai;Information Technology;;Samsung SDI Co., Ltd. ist ein südkoreanischer Hersteller von Bildschirmen, Batterien und Akkumulatoren. Das Unternehmen wurde am 20. Februar 1970 als Samsung-NEC Co Ltd. gegründet und gehört zur Samsung Group. CEO ist Nam Seong Cho.
1969;1970;China Great Wall Computer;China;10. Aug;6;04. Apr;Information Technology;;NaN
1970;1971;Tian An China Investments;Hong Kong;0.244;04. Mrz;01. Feb;Financials;;NaN
1971;1972;HollyFrontier;United States;10. Jun;09. Jun;04. Jul;Energy;Oil & Gas Operations;https://www.onvista.de/news/hollyfrontier-die-serie-geht-weiter-464638143Vor 21 Stunden · HollyFrontier Corp. - WKN: A1JCLQ - ISIN: US4361061082 - Kurs: 35,970 $ (NYSE)Ich fürchte, von Anhängern der Grünen werde ich wohl so langsam nicht mehr gelesen werden. Denn nach einer ...
1972;1973;Dah Sing Financial Holdings;Hong Kong;0.868;28. Aug;02. Jun;Financials;;NaN
1973;1974;Nanya Technology;Taiwan;01. Mrz;04. Mrz;04. Mrz;Information Technology;;https://www.arrow.de/manufacturers/nanya-technologyNanya Technology hat sich zum Ziel gesetzt, der beste Anbieter von Speicherlösungen zu sein. Das Unternehmen positioniert sich als stabile und zuverlässige Firma. Im Rahmen der Zusammenarbeit mit Kunden und Partnern investiert Nanya seit fast 20 Jahren enorme Ressourcen in die Entwicklung von Technologien und Produkten, die ihren Kunden eine nachhaltige Wertschöpfung und Erfolg sichern.
1974;1975;Shanxi Taigang Stainless;China;08. Mai;11;04. Jan;Materials;Iron & Steel;NaN
1975;1976;First Horizon National;United States;01. Apr;28. Jul;04. Mrz;;;First Horizon National Corporation ist ein Finanzunternehmen aus den Vereinigten Staaten. Der Hauptsitz des Unternehmens befindet sich in Memphis. Zum Unternehmen gehören die Tochterunternehmen First Horizon Bank, First T…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtFirst Horizon National Corporation ist ein Finanzunternehmen aus den Vereinigten Staaten. Der Hauptsitz des Unternehmens befindet sich in Memphis. Zum Unternehmen gehören die Tochterunternehmen First Horizon Bank, First Tennessee Bank und FTN Financial.
1976;1977;Brother Industries;Japan;6;05. Aug;05. Feb;Materials;;Finden Sie schnell und einfach den passenden Treiber zu Ihrem Produkt. Jetzt die neuesten Druckertreiber & mehr bei Brother kostenlos downloaden.
1977;1978;Chicago Bridge & Iron;Netherlands;10. Jul;07. Aug;03. Jan;Industrials;Construction Services;Die Chicago Bridge & Iron Company war ein niederländisch-amerikanischer, international tätiger Anlagenbauer von petrochemischen Anlagen mit Sitz in Den Haag und operativer Hauptzentrale in The Woodlands, Texas. Das Unternehmen war auc…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtDie Chicago Bridge & Iron Company war ein niederländisch-amerikanischer, international tätiger Anlagenbauer von petrochemischen Anlagen mit Sitz in Den Haag und operativer Hauptzentrale in The Woodlands, Texas. Das Unternehmen war auch an vielen Flüssigerdgas- und Kraftwerks-Projekten beteiligt.
1978;1979;Belle International Holdings;Hong Kong;06. Mrz;04. Jul;05. Apr;Consumer Discretionary;Apparel/Footwear Retail;Belle International Holdings Limited ist ein chinesischer Hersteller und Händler von Schuhen sowie Händler von Sportbekleidung.
1979;1980;F5 Networks;United States;2;02. Apr;08. Sep;;;https://www.f5.com/deKontaktieren Sie den F5-Vertrieb. Wir können Ihre Bedürfnisse einschätzen und Sie mit dem richtigen Cloud-Anbieter, Vertriebspartner oder einem F5-Vertriebsingenieur verbinden. Jetzt F5 kontaktieren.
1980;1981;Valspar;United States;04. Feb;04. Feb;08. Aug;Information Technology;;NaN
1981;1982;DKSH Holding;Switzerland;10. Jul;04. Mrz;05. Jan;Materials;;22 Zeilen · DKSH Holding Aktie (DKSH) Branche: Diverse:Sonstige Branchen (WKN: A1JU9U ISIN: …
1982;1983;Grupo Galicia;Argentina;03. Jul;15. Mrz;05. Jan;;;NaN
1983;1984;Bank of Iwate;Japan;0.427;28. Mrz;0.721;Financials;Regional Banks;NaN
